Description,Word_No,Valence_Mean,Valence_Mean_SD,Arousal_Mean,Arousal_Mean_SD,Dominance_Mean,Dominance_Mean_SD,Word_Frequency,POS
cell,587,4.27,(1.34),4.46,(1.90),4.12,(1.93),65,NOUN
cellar,681,4.21,(1.79),4.46,(2.28),4.46,(1.28),26,VERB
cemetery,65,2.22,(1.24),5.0,(2.88),4.05,(2.19),15,PROPN
chair,66,5.0,(1.00),3.07,(1.77),4.52,(1.82),66,NOUN
champ,682,7.15,(2.31),5.85,(2.94),7.12,(2.05),1,PROPN
champion,67,8.45,(0.83),6.29,(2.98),6.68,(2.60),23,NOUN
chance,683,5.72,(1.86),5.4,(2.55),4.58,(2.08),131,PROPN
chaos,684,3.86,(2.53),7.0,(2.25),3.73,(2.25),17,NOUN
charm,68,6.83,(1.58),5.0,(2.19),5.41,(2.40),26,VERB
cheer,69,8.5,(0.76),6.3,(2.58),6.45,(2.09),8,NOUN
child,70,8.0,(1.12),5.35,(2.74),4.85,(2.37),213,VERB
chin,685,5.2,(1.11),2.95,(1.82),5.1,(1.21),27,NOUN
chocolate,505,6.96,(1.99),5.69,(2.41),5.0,(1.90),9,VERB
christmas,686,7.96,(1.51),6.42,(2.52),5.38,(2.00),27,NOUN
church,71,6.81,(1.94),4.16,(2.10),5.2,(2.16),348,PROPN
circle,687,6.0,(1.27),4.24,(2.19),4.9,(1.61),60,PROPN
circus,72,7.75,(2.00),6.45,(2.65),5.7,(2.36),7,NOUN
city,73,6.26,(1.25),5.7,(2.74),6.52,(1.93),393,PROPN
cliff,553,4.38,(1.92),6.62,(1.98),3.69,(2.19),11,VERB
clock,688,5.45,(1.28),4.1,(2.77),4.75,(2.22),20,PROPN
clothing,74,6.88,(1.59),5.12,(2.86),5.33,(2.22),20,PROPN
clouds,533,5.96,(2.20),3.15,(1.91),5.0,(1.52),38,PROPN
clumsy,689,3.96,(2.36),5.46,(2.49),3.73,(1.85),6,VERB
coarse,690,4.45,(1.68),4.14,(1.90),4.95,(1.56),10,NOUN
coast,691,5.92,(2.00),4.42,(2.23),5.65,(1.70),61,PROPN
cockroach,75,2.38,(2.03),6.47,(2.81),4.41,(2.59),2,PROPN
coffin,76,2.41,(1.92),5.28,(2.79),4.03,(2.58),7,PROPN
coin,692,6.3,(1.49),4.1,(2.22),5.45,(1.36),10,PROPN
cold,693,4.14,(2.08),5.0,(2.56),4.73,(1.75),171,PROPN
color,694,7.0,(1.54),4.82,(2.63),6.05,(1.70),141,NOUN
column,695,5.18,(0.66),3.55,(1.82),4.41,(1.37),71,PROPN
comedy,77,8.57,(0.90),5.61,(3.12),5.74,(2.09),39,PROPN
comfort,696,7.61,(1.97),3.74,(2.80),5.7,(2.08),43,VERB
computer,552,6.35,(1.26),4.96,(1.80),5.5,(1.94),13,NOUN
concentrate,78,5.39,(1.34),4.61,(2.37),5.04,(1.89),11,NOUN
confident,79,8.12,(1.31),6.04,(2.39),7.96,(1.61),16,NOUN
confused,80,3.17,(1.80),6.27,(1.86),4.18,(2.08),44,PROPN
consoled,81,5.85,(1.66),4.2,(2.38),4.15,(1.84),2,NOUN
contempt,82,3.72,(2.23),5.41,(2.31),5.0,(1.89),15,PROPN
contents,83,4.97,(0.82),4.44,(2.09),4.84,(1.63),16,VERB
context,84,5.19,(1.33),4.12,(2.52),5.38,(1.65),2,NOUN
controlling,85,3.38,(2.17),6.38,(2.21),4.65,(3.25),23,NOUN
cook,697,6.24,(2.30),4.62,(2.14),4.92,(1.53),47,PROPN
cord,698,5.23,(0.87),3.27,(2.21),5.0,(1.02),6,NOUN
cork,699,5.27,(0.94),3.73,(2.41),5.05,(1.13),9,NOUN
corner,700,4.38,(1.12),4.38,(1.66),4.36,(1.47),115,PROPN
corpse,86,2.07,(1.58),4.93,(3.09),3.93,(2.59),7,NOUN
corridor,701,4.9,(1.02),3.65,(2.39),4.9,(1.21),17,PROPN
corrupt,702,2.52,(1.81),4.52,(2.20),4.41,(2.40),8,NOUN
cottage,87,6.83,(1.70),2.87,(2.42),5.7,(1.87),19,PROPN
couple,506,7.96,(2.03),7.38,(1.75),5.96,(2.63),122,VERB
cow,554,5.42,(1.45),3.85,(2.11),4.84,(1.68),29,PROPN
coward,703,2.73,(1.55),4.23,(2.31),2.91,(1.72),8,PROPN
cozy,88,7.3,(1.66),3.04,(2.25),5.04,(2.34),1,PROPN
crash,89,2.21,(1.42),6.93,(2.53),3.24,(2.25),20,NOUN
crime,704,2.33,(1.52),5.75,(2.45),3.67,(2.06),34,NOUN
criminal,705,2.62,(1.66),5.68,(2.40),3.05,(1.72),24,PROPN
crisis,706,1.72,(1.37),6.08,(3.09),2.75,(2.51),82,NOUN
crown,90,6.73,(1.43),4.62,(2.47),6.42,(2.08),19,VERB
crucify,91,2.09,(1.75),6.78,(2.18),3.72,(2.67),2,NOUN
crude,707,2.59,(1.53),5.14,(2.62),3.77,(1.97),15,PROPN
cruel,92,1.57,(0.84),5.96,(2.79),3.78,(2.84),15,PROPN
crushed,93,1.86,(1.28),5.41,(3.02),2.68,(2.23),10,PROPN
crutch,708,3.08,(1.55),3.88,(2.23),4.08,(1.81),1,NOUN
cuddle,94,8.15,(1.60),3.7,(2.52),5.95,(2.61),.,VERB
cuisine,709,6.46,(1.36),4.08,(2.00),5.35,(1.09),1,NOUN
curious,95,5.82,(1.70),5.82,(1.49),5.32,(1.49),46,VERB
curtains,710,4.68,(0.99),3.68,(1.73),5.0,(1.66),8,VERB
custom,96,6.04,(1.59),4.65,(2.10),5.08,(1.81),14,PROPN
cut,711,3.58,(2.26),5.21,(2.21),4.54,(1.84),192,NOUN
cute,97,7.95,(0.94),4.85,(2.96),4.85,(2.21),5,VERB
cyclone,98,3.0,(2.40),6.48,(2.90),4.72,(2.78),.,VERB
dagger,99,2.6,(1.26),6.58,(2.44),4.56,(2.55),1,VERB
damage,712,2.45,(1.34),6.05,(2.21),3.59,(1.74),33,PROPN
dancer,507,7.46,(1.56),6.65,(1.92),6.38,(2.08),31,NOUN
danger,713,1.85,(1.29),7.42,(2.34),2.92,(2.08),70,VERB
dark,714,4.52,(2.84),4.29,(2.45),5.27,(2.45),185,NOUN
dawn,715,6.21,(2.25),4.42,(2.89),5.33,(1.76),28,VERB
daylight,716,6.96,(2.13),4.5,(2.77),5.38,(2.17),15,NOUN
dazzle,717,7.24,(1.14),6.27,(2.07),6.05,(1.28),1,VERB
dead,588,1.42,(0.76),6.04,(2.63),2.73,(2.25),174,VERB
death,100,1.55,(1.61),4.75,(3.29),2.55,(2.35),277,PROPN
debt,101,2.12,(1.21),6.46,(2.52),3.04,(2.18),13,PROPN
deceit,718,2.57,(1.60),6.0,(2.24),3.33,(2.18),2,PROPN
decompose,102,2.62,(1.68),5.0,(2.37),3.69,(1.85),1,VERB
decorate,719,7.32,(1.13),5.52,(1.81),6.19,(1.72),2,PROPN
defeated,103,2.28,(1.79),5.65,(3.14),3.19,(2.55),15,PROPN
defiant,104,4.11,(2.23),6.41,(2.34),6.11,(2.67),3,VERB
deformed,720,1.85,(1.39),4.55,(2.46),3.6,(1.88),.,NOUN
delayed,721,3.0,(1.51),6.09,(2.52),3.86,(2.21),25,PROPN
delight,105,8.43,(0.84),5.3,(3.10),6.13,(2.30),29,NOUN
demon,106,1.39,(1.03),7.32,(2.34),4.78,(3.16),9,PROPN
dentist,589,4.46,(2.20),5.85,(1.67),4.0,(2.30),12,PROPN
depressed,107,1.58,(1.36),5.06,(3.18),2.68,(2.34),11,PROPN
depression,108,1.27,(0.72),4.54,(3.35),2.92,(2.45),24,PROPN
derelict,722,4.1,(1.77),4.09,(2.18),4.62,(1.40),1,PROPN
deserter,109,1.9,(1.32),5.86,(2.63),3.24,(2.13),.,NOUN
desire,508,7.65,(1.50),7.46,(1.63),6.77,(1.70),79,VERB
despairing,110,2.19,(1.06),5.72,(2.39),3.12,(2.01),4,PROPN
despise,111,2.0,(1.50),6.52,(2.49),4.38,(2.97),7,PROPN
destroy,112,2.12,(1.42),7.04,(2.18),4.5,(2.93),48,PROPN
destruction,723,2.04,(1.71),5.58,(2.86),3.12,(2.14),38,PROPN
detached,113,3.88,(1.82),4.31,(2.65),3.58,(2.32),12,PROPN
detail,724,5.35,(1.69),3.8,(2.12),4.95,(1.61),72,NOUN
detest,114,1.92,(1.13),6.15,(2.49),5.85,(2.81),1,VERB
devil,115,1.96,(1.91),6.76,(2.33),5.04,(2.85),25,VERB
devoted,116,7.52,(1.35),5.07,(2.34),6.62,(2.13),51,VERB
diamond,117,7.92,(1.13),5.8,(2.97),5.64,(2.02),8,VERB
dignified,118,7.29,(1.40),4.62,(2.41),6.15,(2.39),7,VERB
dinner,509,6.85,(1.71),5.35,(1.90),5.73,(1.91),91,PROPN
diploma,119,8.18,(1.50),5.68,(3.09),6.95,(2.55),.,PROPN
dirt,725,3.9,(1.59),4.15,(2.16),4.7,(0.98),43,VERB
dirty,590,2.35,(1.26),4.58,(1.77),4.58,(1.75),36,NOUN
disappoint,120,2.26,(1.42),5.13,(2.72),3.13,(2.44),.,NOUN
disaster,121,1.2,(0.52),6.6,(2.89),3.4,(2.89),26,VERB
discomfort,726,1.95,(0.83),4.65,(2.56),4.05,(1.90),7,PROPN
discouraged,122,3.0,(2.68),4.87,(1.94),3.87,(2.26),15,PROPN
disdainful,123,3.56,(2.00),5.22,(2.30),4.41,(1.98),2,PROPN
disgusted,124,2.35,(1.40),6.04,(2.51),4.04,(2.08),6,VERB
disloyal,125,1.65,(1.65),7.04,(1.78),3.15,(2.77),2,PROPN
displeased,126,2.81,(2.32),6.15,(2.43),3.85,(2.27),7,PROPN
distressed,127,1.91,(1.28),6.39,(2.54),3.17,(2.44),4,PROPN
disturb,727,3.65,(2.19),5.85,(2.68),4.88,(2.16),10,PROPN
diver,510,6.31,(1.49),5.12,(1.68),4.88,(1.93),1,NOUN
divorce,128,2.08,(1.94),7.16,(2.19),2.88,(2.01),29,NOUN
doctor,129,5.48,(2.65),6.04,(2.76),4.79,(2.85),100,NOUN
dog,511,7.46,(1.70),6.12,(1.93),6.08,(2.13),75,PROPN
doll,728,6.88,(1.83),4.88,(2.49),4.96,(1.95),10,NOUN
dollar,729,7.74,(1.28),6.0,(2.81),5.74,(2.58),46,NOUN
door,130,5.12,(1.42),3.42,(2.19),4.62,(1.83),312,VERB
dove,730,7.32,(1.52),3.09,(2.49),5.0,(1.66),4,VERB
dreadful,131,2.19,(1.90),5.92,(2.62),3.5,(2.47),10,NOUN
dream,132,6.92,(1.83),4.62,(2.91),6.04,(2.03),64,PROPN
dreary,731,2.86,(1.71),2.91,(2.27),3.81,(1.72),6,VERB
dress,133,6.77,(1.45),3.65,(1.92),5.26,(2.03),67,VERB
drown,591,1.88,(1.24),6.46,(2.02),2.96,(2.03),3,PROPN
dummy,732,3.76,(1.95),4.32,(2.36),3.86,(2.20),3,PROPN
dump,733,2.73,(1.61),4.05,(2.16),3.62,(1.96),4,VERB
dustpan,555,3.73,(1.61),3.5,(2.20),5.5,(1.96),.,VERB
earth,134,7.35,(1.65),4.32,(2.70),5.04,(2.23),150,NOUN
easy,734,7.11,(1.70),3.47,(2.82),6.79,(1.69),125,NOUN
easygoing,135,7.38,(1.52),4.43,(2.54),5.32,(1.74),1,NOUN
eat,136,7.05,(1.93),5.0,(2.49),5.3,(2.08),61,NOUN
ecstasy,735,7.8,(1.88),6.9,(2.29),6.25,(2.31),6,NOUN
education,137,6.8,(2.06),5.85,(2.52),6.38,(2.70),214,NOUN
egg,736,5.42,(1.96),4.0,(2.22),4.67,(2.01),12,NOUN
elated,138,7.43,(1.95),6.22,(2.47),5.52,(2.13),3,PROPN
elbow,737,5.32,(1.17),4.1,(2.19),4.95,(1.28),10,VERB
elegant,139,7.56,(1.13),4.39,(2.55),6.13,(2.00),14,PROPN
elevator,738,5.76,(1.48),4.73,(1.75),4.62,(1.77),12,NOUN
embarrassed,140,2.43,(1.41),5.87,(2.69),2.48,(1.31),8,VERB
embattled,141,4.15,(1.35),5.15,(2.43),4.69,(1.54),1,PROPN
employment,147,6.72,(1.70),5.2,(2.16),6.02,(2.22),47,PROPN
engaged,143,8.34,(1.20),7.14,(2.09),6.64,(2.48),47,PROPN
engine,148,5.09,(1.23),3.66,(2.38),4.97,(1.85),50,PROPN
enjoyment,145,7.88,(1.20),4.8,(2.72),6.54,(2.02),21,NOUN
ennui,146,5.06,(1.82),4.58,(2.31),4.55,(1.86),.,VERB
enraged,149,2.52,(1.68),8.0,(2.22),5.86,(2.96),1,NOUN
erotic,512,6.73,(1.59),6.77,(2.03),5.77,(2.25),8,PROPN
errand,150,4.88,(1.03),4.08,(1.78),4.24,(1.42),7,NOUN
event,740,6.0,(1.26),4.55,(2.19),5.3,(0.80),81,PROPN
evil,741,2.46,(2.35),6.27,(2.54),4.62,(2.98),72,PROPN
excellence,151,8.41,(1.02),5.83,(2.78),7.24,(2.40),15,NOUN
excitement,152,7.83,(2.09),8.07,(1.46),6.48,(2.29),32,PROPN
excuse,153,4.19,(1.02),4.2,(2.02),4.32,(1.95),27,NOUN
execution,154,1.78,(1.54),5.83,(2.77),4.0,(2.95),15,PROPN
exercise,155,7.26,(1.36),6.65,(1.99),5.43,(2.25),58,NOUN
fabric,742,5.38,(0.97),4.32,(2.15),5.24,(1.76),15,PROPN
face,556,6.65,(1.41),5.31,(2.00),6.04,(1.59),371,PROPN
failure,156,1.36,(0.81),5.52,(2.86),2.24,(2.33),89,NOUN
fall,743,4.32,(2.23),4.81,(2.32),3.71,(2.17),147,PROPN
FALSE,744,3.3,(1.22),3.6,(1.96),3.8,(1.44),29,ADP
fame,157,7.93,(1.31),7.14,(1.96),7.0,(2.11),18,PROPN
family,158,7.77,(1.37),4.64,(2.81),6.0,(1.92),331,NOUN
famous,745,6.69,(2.49),5.68,(2.66),6.12,(2.27),89,NOUN
fantasy,746,7.42,(2.16),4.54,(2.94),6.23,(2.14),14,NOUN
farm,557,5.65,(1.74),4.19,(1.96),5.5,(1.94),125,NOUN
fascinate,159,7.44,(1.39),5.72,(2.82),6.38,(1.98),3,VERB
fat,160,1.75,(1.62),6.5,(2.54),3.6,(3.07),60,NOUN
father,161,7.26,(2.24),6.22,(2.35),6.83,(2.21),383,VERB
fatigued,162,3.05,(1.54),2.6,(2.39),3.3,(1.66),3,VERB
fault,747,3.75,(1.07),4.45,(1.36),3.95,(1.23),22,PROPN
favor,748,6.36,(1.53),4.23,(1.80),5.86,(1.67),78,PROPN
fear,592,1.85,(1.22),7.19,(1.86),2.62,(1.88),127,VERB
fearful,163,2.31,(1.26),6.65,(2.23),3.69,(2.35),13,PROPN
feeble,164,3.04,(1.28),4.2,(1.83),2.6,(1.66),8,PROPN
festive,749,7.32,(2.79),6.54,(2.44),5.84,(2.34),2,PROPN
fever,750,2.48,(1.66),4.73,(2.64),3.38,(2.48),19,VERB
field,558,6.31,(1.49),4.12,(2.58),6.0,(2.12),274,NOUN
fight,751,2.65,(2.06),7.4,(2.01),4.8,(2.97),98,NOUN
filth,165,2.04,(1.37),5.85,(2.44),3.38,(2.25),2,PROPN
finger,752,5.3,(1.45),3.5,(2.70),4.85,(1.35),40,PROPN
fire,166,2.85,(2.15),7.44,(1.94),4.2,(2.78),187,NOUN
fireworks,513,7.31,(1.78),6.77,(2.12),5.46,(1.94),5,VERB
fish,559,5.88,(1.66),4.15,(1.85),5.58,(1.53),35,VERB
flabby,167,1.52,(0.82),5.68,(2.90),2.54,(1.94),.,PROPN
flag,753,6.14,(1.46),3.86,(2.29),5.36,(1.33),16,NOUN
flirt,754,7.57,(1.36),6.91,(1.77),6.05,(2.60),1,NOUN
flood,755,2.68,(1.64),6.09,(2.07),2.64,(1.79),19,PROPN
flower,168,7.0,(1.85),3.65,(2.53),5.12,(2.41),23,PROPN
foam,756,6.67,(2.20),6.18,(2.48),5.38,(2.31),37,VERB
food,514,7.42,(1.65),6.42,(1.58),5.65,(2.78),147,PROPN
foot,757,5.0,(1.02),3.12,(2.08),4.85,(1.19),70,NOUN
fork,560,5.12,(0.82),3.88,(1.68),5.65,(1.74),14,NOUN
foul,169,2.73,(1.73),4.76,(2.05),4.38,(2.04),4,PROPN
fragrance,170,5.96,(2.31),4.19,(2.45),4.85,(1.93),6,PROPN
fraud,171,2.65,(1.67),5.92,(2.65),3.15,(2.36),8,PROPN
free,172,8.48,(0.90),5.17,(3.11),6.65,(2.31),260,VERB
freedom,173,7.62,(2.30),5.08,(3.01),7.0,(2.43),128,PROPN
friend,174,8.12,(1.21),5.35,(2.84),7.04,(1.78),133,PROPN
friendly,175,8.5,(1.14),5.28,(3.23),5.8,(2.43),61,PROPN
frigid,758,3.54,(2.16),4.85,(2.57),4.15,(2.09),5,PROPN
frog,176,5.62,(1.98),4.38,(1.96),5.19,(2.15),1,PROPN
frustrated,177,2.31,(1.72),5.65,(2.92),3.35,(2.24),10,VERB
fun,759,8.5,(0.86),7.32,(2.06),6.82,(1.89),44,PROPN
funeral,178,1.23,(0.87),5.55,(3.38),3.14,(2.73),33,ADV
fungus,179,2.65,(1.87),4.91,(2.45),3.91,(2.02),2,NOUN
fur,180,4.0,(1.81),4.48,(2.47),4.09,(1.88),13,PROPN
game,760,6.52,(2.45),5.58,(2.53),5.68,(1.55),123,PROPN
gangrene,181,2.06,(1.78),5.59,(3.03),3.25,(2.36),.,PROPN
garbage,182,2.62,(1.90),5.64,(2.36),3.85,(2.17),7,PROPN
garden,761,7.0,(1.52),4.0,(2.45),5.85,(1.90),60,PROPN
garment,762,6.52,(1.71),4.88,(2.69),5.64,(1.87),6,PROPN
garter,534,5.54,(1.36),4.88,(2.03),5.62,(1.70),2,PROPN
gender,763,5.86,(1.93),4.41,(2.13),5.62,(1.80),2,PROPN
gentle,183,7.45,(1.27),3.31,(2.74),5.24,(2.10),27,PROPN
germs,764,2.81,(1.50),4.68,(2.28),3.67,(1.68),1,PROPN
gift,184,8.38,(1.61),6.59,(2.64),5.72,(2.39),33,PROPN
girl,185,6.31,(1.49),3.04,(2.15),5.77,(2.32),220,PROPN
glacier,186,5.39,(1.31),4.04,(2.57),5.0,(2.26),1,PROPN
glamour,187,7.17,(1.37),4.74,(2.28),5.87,(2.69),5,PROPN
glass,765,4.92,(1.09),4.15,(2.03),4.81,(1.13),99,PROPN
gloom,188,1.79,(1.15),3.68,(2.20),3.36,(2.11),14,NOUN
glory,189,7.62,(1.74),5.97,(2.89),6.78,(2.35),21,PROPN
god,190,7.95,(1.36),5.8,(2.88),5.9,(2.69),318,NOUN
gold,191,7.35,(1.87),5.43,(3.03),5.91,(2.66),52,NOUN
golfer,535,5.46,(1.75),3.62,(2.02),5.42,(1.77),3,PROPN
good,766,7.59,(1.59),6.05,(2.36),6.95,(1.99),807,PROPN
gossip,767,3.23,(2.60),6.32,(2.42),3.27,(2.59),13,PROPN
graduate,192,8.35,(0.88),7.0,(2.43),7.15,(2.01),30,PROPN
grass,768,6.38,(1.56),3.67,(2.01),5.33,(1.35),53,PROPN
grateful,193,7.39,(1.08),4.78,(2.37),6.17,(1.90),25,NOUN
greed,769,2.85,(1.31),4.0,(2.00),4.5,(1.32),3,PROPN
green,194,6.48,(2.01),4.1,(2.48),5.03,(2.06),116,PROPN
greet,770,7.05,(1.61),5.25,(2.67),5.65,(2.30),7,PROPN
grenade,771,3.32,(1.84),5.91,(2.54),3.81,(2.62),3,PROPN
grief,195,1.65,(0.89),4.81,(2.90),3.15,(2.27),10,PROPN
grime,772,2.86,(1.28),3.64,(2.26),4.27,(1.16),.,NOUN
grin,773,7.79,(1.53),4.92,(2.43),5.75,(1.75),13,PROPN
gripe,774,3.05,(1.70),5.05,(2.10),5.05,(1.56),.,PROPN
guillotine,196,1.82,(1.59),6.69,(2.48),4.48,(2.90),.,PROPN
guilty,197,2.54,(2.40),6.81,(2.51),2.77,(2.53),29,PROPN
gun,593,2.27,(1.71),6.96,(1.75),2.73,(2.22),118,NOUN
gymnast,515,6.27,(1.87),5.54,(2.04),5.31,(1.76),1,NOUN
habit,775,4.08,(1.98),4.04,(2.37),4.21,(1.61),23,PROPN
hairdryer,561,4.8,(0.91),3.62,(1.86),5.88,(1.56),.,PROPN
hairpin,776,5.13,(1.36),3.22,(2.35),5.0,(1.13),1,PROPN
hamburger,777,5.68,(1.25),4.18,(2.04),5.09,(1.38),6,PROPN
hammer,198,5.0,(1.08),4.5,(1.70),4.25,(1.37),9,PROPN
hand,778,6.05,(1.43),4.43,(1.83),4.9,(1.45),431,VERB
handicap,779,2.95,(1.15),3.95,(2.09),3.85,(1.90),6,PROPN
handsome,199,8.09,(1.44),6.55,(2.46),5.03,(1.94),40,PROPN
haphazard,780,4.45,(1.19),4.5,(2.16),4.45,(1.28),2,PROPN
happy,200,8.19,(2.06),6.19,(2.80),6.58,(2.55),98,PROPN
hard,781,4.82,(1.59),4.86,(2.21),5.36,(1.09),202,PROPN
hardship,782,1.95,(1.33),5.05,(2.71),3.33,(2.31),9,PROPN
hat,783,5.36,(1.36),3.73,(1.86),5.32,(1.39),56,PROPN
hate,201,1.79,(1.32),6.79,(2.66),4.9,(3.09),42,VERB
hatred,202,1.69,(1.69),6.76,(2.52),4.14,(2.92),20,PROPN
hawk,536,5.46,(1.56),4.68,(2.25),5.31,(1.64),14,PROPN
hay,784,5.3,(0.66),3.05,(2.09),4.9,(1.21),19,NOUN
headache,203,1.88,(0.99),5.0,(2.86),3.16,(1.89),5,VERB
headlight,785,5.45,(1.19),3.85,(2.06),5.0,(1.17),.,PROPN
heal,786,7.45,(1.60),4.9,(2.39),6.29,(1.90),2,PROPN
health,204,6.75,(2.11),5.03,(2.15),5.81,(2.01),105,PROPN
heart,787,7.9,(1.33),6.55,(2.44),5.5,(2.24),173,VERB
heaven,205,7.41,(2.45),5.16,(3.32),6.12,(2.71),43,PROPN
hell,788,1.67,(1.35),6.05,(2.72),2.62,(2.25),95,PROPN
helpless,206,2.19,(1.55),5.62,(2.48),2.12,(1.82),21,PROPN
heroin,789,4.79,(2.99),5.67,(2.41),5.29,(2.48),2,PROPN
hide,207,3.97,(1.94),5.66,(2.46),3.0,(1.87),22,PROPN
highway,562,5.8,(1.80),5.52,(2.26),5.68,(1.68),40,PROPN
hinder,790,3.75,(1.16),4.15,(2.16),4.25,(1.41),.,PROPN
history,208,4.77,(2.03),3.81,(2.40),4.62,(2.10),286,PROPN
hit,594,3.27,(2.03),6.04,(1.68),4.15,(1.67),115,NOUN
holiday,791,7.75,(1.96),6.17,(3.03),5.79,(2.36),17,NUM
home,209,8.04,(1.40),4.16,(3.13),5.6,(2.31),547,NOUN
honest,210,8.0,(1.31),5.09,(2.15),6.87,(1.87),47,PROPN
honey,792,6.91,(1.57),4.5,(2.39),5.23,(1.51),25,PROPN
honor,211,7.69,(1.29),5.77,(2.01),7.0,(1.83),66,PROPN
hooker,793,2.32,(1.62),4.0,(3.06),3.55,(2.06),.,NOUN
hope,794,7.32,(2.19),5.88,(2.36),5.68,(2.19),178,PROPN
hopeful,212,7.12,(1.68),5.5,(2.44),5.38,(1.96),12,VERB
horror,213,2.48,(2.20),7.69,(2.04),4.64,(2.89),17,VERB
horse,214,6.0,(1.72),4.04,(2.32),4.85,(1.69),117,VERB
hospital,215,5.04,(2.86),6.73,(2.43),4.6,(2.52),110,NOUN
hostage,216,2.15,(1.97),7.73,(1.85),2.54,(2.21),2,PROPN
hostile,217,2.38,(1.33),6.23,(2.42),4.35,(2.24),19,PROPN
hotel,795,5.52,(1.87),4.46,(2.42),4.96,(1.70),126,VERB
house,563,7.23,(1.90),5.04,(2.18),5.81,(2.35),591,PROPN
hug,218,8.17,(1.77),5.26,(3.03),6.04,(2.69),3,PROPN
humane,796,7.38,(1.50),4.27,(2.22),5.73,(2.15),5,PROPN
humble,219,5.76,(1.33),3.88,(2.35),4.56,(2.24),18,PROPN
humiliate,797,2.27,(1.52),5.95,(2.55),2.32,(1.96),.,PROPN
humor,220,8.69,(0.74),5.96,(2.99),6.42,(2.08),47,PROPN
hungry,221,3.52,(1.83),5.09,(2.29),4.7,(2.03),23,PROPN
hurricane,798,2.45,(1.43),7.0,(2.00),2.35,(2.11),8,PROPN
hurt,222,1.66,(1.08),5.68,(2.40),3.14,(2.22),37,PROPN
hydrant,564,4.96,(1.00),3.77,(1.75),5.54,(1.58),.,VERB
icebox,799,4.91,(1.11),3.59,(2.22),5.09,(1.02),3,NOUN
idea,800,7.57,(1.33),6.14,(1.83),6.9,(2.10),195,VERB
identity,801,6.95,(1.76),4.8,(2.19),6.5,(2.04),55,VERB
idiot,223,3.0,(1.62),3.83,(2.52),2.39,(1.62),2,PROPN
idol,802,6.55,(1.93),5.15,(2.08),5.2,(2.31),7,PROPN
ignorance,803,3.21,(2.62),4.83,(2.66),4.38,(2.39),16,PROPN
illness,804,2.27,(1.35),4.82,(2.26),2.77,(1.66),20,NOUN
imagine,805,7.52,(1.44),6.32,(2.17),7.62,(1.75),61,PROPN
immature,806,2.65,(1.35),4.1,(1.94),4.75,(2.31),7,NOUN
immoral,807,3.29,(2.05),5.17,(2.53),4.67,(2.06),5,NOUN
impair,808,3.0,(2.14),4.46,(2.30),4.0,(2.43),4,PROPN
impotent,224,2.54,(1.56),4.5,(2.32),2.92,(2.06),2,NOUN
impressed,225,7.62,(1.70),5.24,(2.76),5.28,(2.41),30,PROPN
improve,226,7.9,(1.02),5.8,(2.07),6.2,(2.14),39,NOUN
incentive,809,6.95,(1.96),5.95,(2.44),5.9,(2.43),12,NOUN
indifferent,810,4.46,(1.06),3.17,(1.97),4.96,(1.55),11,NOUN
industry,227,5.06,(1.70),4.34,(2.48),4.56,(2.03),171,NOUN
infant,811,7.95,(1.50),5.5,(2.61),5.8,(2.57),11,NOUN
infatuation,516,6.5,(2.21),6.96,(1.75),4.32,(2.08),4,VERB
infection,228,1.48,(0.85),5.22,(2.84),3.35,(2.62),8,PROPN
inferior,812,3.05,(1.15),4.45,(1.88),2.55,(1.79),7,NOUN
inhabitant,813,5.27,(1.32),3.27,(2.10),5.18,(1.56),.,ADV
injury,595,1.85,(1.16),5.81,(1.86),3.35,(1.23),27,VERB
ink,229,5.08,(0.63),4.0,(1.91),4.64,(2.02),7,NOUN
innocent,814,6.76,(1.30),3.82,(2.20),5.38,(2.42),37,PROPN
insane,815,2.23,(1.80),5.95,(2.63),3.41,(2.06),13,PROPN
insect,816,3.68,(2.32),4.19,(2.62),4.24,(2.68),14,PROPN
insecure,230,2.41,(1.45),6.14,(2.29),2.28,(1.98),3,PROPN
insolent,231,4.12,(1.75),5.19,(2.28),4.27,(2.16),2,NOUN
inspire,232,7.35,(1.23),4.96,(2.88),6.48,(2.25),3,VERB
inspired,233,7.58,(1.77),6.04,(2.86),6.85,(2.43),25,NOUN
insult,817,1.68,(1.13),6.55,(2.44),2.95,(1.73),7,PROPN
intellect,818,6.88,(1.82),4.92,(2.77),5.92,(2.04),5,PROPN
intercourse,819,7.05,(1.46),6.68,(2.19),6.09,(1.82),9,NOUN
interest,234,7.3,(1.82),5.87,(2.62),5.83,(1.70),330,ADJ
intimate,821,7.52,(1.81),6.92,(2.45),5.72,(2.46),21,NOUN
intruder,822,2.08,(2.19),7.15,(2.46),3.42,(2.82),1,NOUN
invader,823,2.46,(1.91),6.5,(2.13),4.04,(2.82),1,NOUN
invest,824,6.25,(1.86),4.8,(2.76),6.1,(1.71),3,PROPN
iron,565,4.54,(1.03),3.54,(1.86),4.96,(1.40),43,PROPN
irritate,235,3.26,(1.71),6.17,(1.92),4.91,(1.93),.,PROPN
item,825,5.2,(0.95),2.95,(1.96),5.45,(1.70),54,NOUN
jail,236,1.91,(1.19),5.73,(2.55),4.27,(2.83),21,NOUN
jealousy,237,2.4,(2.22),7.0,(2.50),4.16,(2.75),4,NOUN
